タイトル,アーティスト,url,開始時刻,終了時刻,非表示,memo,upload_date
ODDS&ENDS,ryo,https://www.youtube.com/watch?v=0I-7MGHMawM,1:02:05,4045,0,,2024/08/23
summer lights,市瀬るぽ,https://www.youtube.com/watch?v=0I-7MGHMawM,1:10:18,4482,0,,2024/08/23
Just be Friends,Dixie Flatline,https://www.youtube.com/watch?v=0I-7MGHMawM,1:22:00,5217,0,,2024/08/23
magnet,Minato,https://www.youtube.com/watch?v=0I-7MGHMawM,1:28:38,5554,0,,2024/08/23
White,*Luna,https://www.youtube.com/watch?v=0I-7MGHMawM,1:50:18,6883,0,,2024/08/23
glow,Keeno,https://www.youtube.com/watch?v=0I-7MGHMawM,1:57:02,7302,0,,2024/08/23
サマータイムレコード,じん,https://www.youtube.com/watch?v=Rl9gLfn_BHI,18:11,1360,0,,2024/08/28
あくあ色ぱれっと,湊あくあ,https://www.youtube.com/watch?v=Rl9gLfn_BHI,32:53,2243,0,,2024/08/28
ストロボメモリー,内田真礼,https://www.youtube.com/watch?v=Rl9gLfn_BHI,39:43,2665,0,,2024/08/28
世界は恋に落ちている,HoneyWorks,https://www.youtube.com/watch?v=Rl9gLfn_BHI,58:23,3812,0,,2024/08/28
プラネテス,seiza,https://www.youtube.com/watch?v=Rl9gLfn_BHI,1:08:10,4243,0,,2024/08/28
Last regret(アカペラ),彩菜,https://www.youtube.com/watch?v=Rl9gLfn_BHI,1:32:30,5636,0,,2024/08/28
Philosophyz,水谷瑠奈,https://www.youtube.com/watch?v=Rl9gLfn_BHI,1:41:35,6383,0,,2024/08/28
My Soul，Your Beats!,Lia,https://www.youtube.com/watch?v=Rl9gLfn_BHI,1:58:44,7392,0,,2024/08/28
可愛くてごめん,HoneyWorks,https://www.youtube.com/watch?v=Rl9gLfn_BHI,2:08:50,7947,0,,2024/08/28
song for friends(弾き語り),平井理子,https://www.youtube.com/watch?v=Rl9gLfn_BHI,2:17:46,8728,0,,2024/08/28
ひねくれ者,supercell,https://www.youtube.com/watch?v=Rl9gLfn_BHI,2:31:11,9315,0,,2024/08/28
金魚花火,大塚愛,https://www.youtube.com/watch?v=CwoFZS2pyss,20:48,1517,0,,2024/08/30
プラチナ,坂本真綾,https://www.youtube.com/watch?v=CwoFZS2pyss,31:01,2107,0,,2024/08/30
色彩,坂本真綾,https://www.youtube.com/watch?v=CwoFZS2pyss,39:05,2614,0,,2024/08/30
ハッピーシンセサイザ,EasyPop,https://www.youtube.com/watch?v=CwoFZS2pyss,47:42,3093,0,,2024/08/30
ハッピー☆マテリアル,麻帆良学園中等部2-A (魔法先生ネギま！),https://www.youtube.com/watch?v=CwoFZS2pyss,1:00:45,3866,0,,2024/08/30
花ざかりWeekend✿,4Luxury,https://www.youtube.com/watch?v=CwoFZS2pyss,1:07:56,4324,0,,2024/08/30
あなたクランケン,tamon,https://www.youtube.com/watch?v=CwoFZS2pyss,1:16:22,4791,0,,2024/08/30
君が君が,baker,https://www.youtube.com/watch?v=CwoFZS2pyss,1:31:20,5708,0,,2024/08/30
少年よ我に帰れ,やくしまるえつこメトロオーケストラ,https://www.youtube.com/watch?v=CwoFZS2pyss,1:50:10,6993,0,,2024/08/30
君をのせて,井上あずみ,https://www.youtube.com/watch?v=CwoFZS2pyss,1:59:46,7382,0,,2024/08/30
ハロ/ハワユ,ナノウ,https://www.youtube.com/watch?v=CwoFZS2pyss,2:05:20,7799,0,,2024/08/30
繰り返し一粒,猫虫,https://www.youtube.com/watch?v=CwoFZS2pyss,2:12:22,8191,0,,2024/08/30
一番の宝物,karuta,https://www.youtube.com/watch?v=CwoFZS2pyss,2:27:44,9219,0,,2024/08/30
桜ノ雨,halyosy,https://www.youtube.com/watch?v=dowlsByWSdk,11:56,1106,0,,2024/09/04
you,癒月,https://www.youtube.com/watch?v=dowlsByWSdk,29:40,1991,0,,2024/09/04
God knows...,平野綾,https://www.youtube.com/watch?v=dowlsByWSdk,42:11,2808,0,,2024/09/04
Super Driver,平野綾,https://www.youtube.com/watch?v=dowlsByWSdk,54:52,3548,0,,2024/09/04
Tell Your World,kz,https://www.youtube.com/watch?v=dowlsByWSdk,1:17:37,4909,0,,2024/09/04
つきうさぎ,OSTER project,https://www.youtube.com/watch?v=dowlsByWSdk,1:26:08,5511,0,,2024/09/04
曇天,DOES,https://www.youtube.com/watch?v=dowlsByWSdk,1:35:59,5968,0,,2024/09/04
孤独の果て,光収容,https://www.youtube.com/watch?v=dowlsByWSdk,1:49:03,6799,0,,2024/09/04
紅一葉,黒うさP,https://www.youtube.com/watch?v=dowlsByWSdk,2:14:45,8332,0,,2024/09/04
お願いマッスル,紗倉ひびき（ファイルーズあい）＆街雄鳴造（石川界人）,https://www.youtube.com/watch?v=dowlsByWSdk,2:27:44,9083,0,,2024/09/04
瑠璃色金魚と花菖蒲,白石紬,https://www.youtube.com/watch?v=dowlsByWSdk,2:38:08,9741,0,,2024/09/04
弱虫モンブラン,DECO*27,https://www.youtube.com/watch?v=dowlsByWSdk,2:46:55,10252,0,,2024/09/04
FREELY TOMORROW,Mitchie M,https://www.youtube.com/watch?v=q-Fo_ExzKxo,14:59,1137,0,,2024/09/11
For フルーツバスケット,岡崎律子,https://www.youtube.com/watch?v=q-Fo_ExzKxo,36:27,2438,0,,2024/09/11
この空の向こう,吉田仁美,https://www.youtube.com/watch?v=q-Fo_ExzKxo,51:01,3284,0,,2024/09/11
イェイ！イェイ！イェイ！,吉田仁美,https://www.youtube.com/watch?v=q-Fo_ExzKxo,57:17,3663,0,,2024/09/11
え？あぁ、そう,蝶々Ｐ,https://www.youtube.com/watch?v=q-Fo_ExzKxo,1:35:06,5897,0,,2024/09/11
アイロニ,すこっぷ,https://www.youtube.com/watch?v=q-Fo_ExzKxo,1:45:01,6547,0,,2024/09/11
ココロ,トラボルタ,https://www.youtube.com/watch?v=q-Fo_ExzKxo,2:23:45,8903,0,,2024/09/11
神のまにまに,れるりり,https://www.youtube.com/watch?v=q-Fo_ExzKxo,2:33:05,9436,0,,2024/09/11
脳漿炸裂ガール,れるりり,https://www.youtube.com/watch?v=q-Fo_ExzKxo,2:38:56,9725,0,,2024/09/11
ロストワンの号哭,Neru,https://www.youtube.com/watch?v=q-Fo_ExzKxo,2:46:31,10204,0,,2024/09/11
ずうっといっしょ！,キタニタツヤ,https://www.youtube.com/watch?v=iBScLRVqkEU,10:36,813,0,,2024/09/18
神っぽいな,ピノキオピー,https://www.youtube.com/watch?v=iBScLRVqkEU,21:32,1494,0,,2024/09/18
阿修羅ちゃん,Ado,https://www.youtube.com/watch?v=iBScLRVqkEU,28:05,1876,0,,2024/09/18
トレセン音頭,ウマ娘,https://www.youtube.com/watch?v=iBScLRVqkEU,37:18,2377,0,,2024/09/18
サインはB,B小町,https://www.youtube.com/watch?v=iBScLRVqkEU,45:31,2949,0,,2024/09/18
STAR☆T☆RAIN,B小町,https://www.youtube.com/watch?v=iBScLRVqkEU,1:03:27,4036,0,,2024/09/18
自分REST@RT,765PRO ALLSTARS,https://www.youtube.com/watch?v=iBScLRVqkEU,1:13:33,4756,0,,2024/09/18
僕らのLIVE 君とのLIFE,μ’s,https://www.youtube.com/watch?v=iBScLRVqkEU,1:32:52,5890,0,,2024/09/18
夏色えがおで1，2，Jump!,μ’s,https://www.youtube.com/watch?v=iBScLRVqkEU,1:40:32,6296,0,,2024/09/18
輝夜の城で踊りたい,μ's,https://www.youtube.com/watch?v=iBScLRVqkEU,1:48:27,6774,0,,2024/09/18
Mermaid festa vol.1,μ’s,https://www.youtube.com/watch?v=iBScLRVqkEU,1:57:03,7257,0,,2024/09/18
砂の惑星,ハチ,https://www.youtube.com/watch?v=iBScLRVqkEU,2:25:22,8955,0,,2024/09/18
ブループラネット,DECO*27,https://www.youtube.com/watch?v=iBScLRVqkEU,2:32:39,9366,0,,2024/09/18
そして君は月になった,きくお,https://www.youtube.com/watch?v=iBScLRVqkEU,2:47:07,10294,0,,2024/09/18
空耳ケーキ,Oranges&Lemons,https://www.youtube.com/watch?v=iBScLRVqkEU,2:54:21,10691,0,,2024/09/18
chocolate insomnia,羽川翼(CV.堀江由衣),https://www.youtube.com/watch?v=iBScLRVqkEU,4:09:11,15223,0,,2024/09/18
Departures 〜あなたにおくるアイの歌〜,EGOIST,https://www.youtube.com/watch?v=iBScLRVqkEU,4:26:01,16208,0,,2024/09/18
おくすりのんでねよう,もちうつね,https://www.youtube.com/watch?v=f0taYqhkknI,22:21,1526,0,,2024/09/20
異星にいこうね,いよわ,https://www.youtube.com/watch?v=f0taYqhkknI,47:50,3035,0,,2024/09/20
もってけ！セーラーふく,らき☆すた,https://www.youtube.com/watch?v=f0taYqhkknI,1:10:10,4463,0,,2024/09/20
天ノ弱,164,https://www.youtube.com/watch?v=f0taYqhkknI,1:16:32,4775,0,,2024/09/20
雫,スキマスイッチ,https://www.youtube.com/watch?v=f0taYqhkknI,1:23:08,5184,0,,2024/09/20
プラネテス,seiza,https://www.youtube.com/watch?v=f0taYqhkknI,1:49:58,6750,0,,2024/09/20
clock lock works,ハチ,https://www.youtube.com/watch?v=f0taYqhkknI,2:17:59,8529,0,,2024/09/20
ねむるまち,くじら,https://www.youtube.com/watch?v=f0taYqhkknI,2:56:10,10767,0,,2024/09/20
ごはんはおかず,桜高軽音部,https://www.youtube.com/watch?v=689DPvt4dnI,18:10,1277,0,,2024/09/25
お願いマッスル,紗倉ひびき（ファイルーズあい）＆街雄鳴造（石川界人）,https://www.youtube.com/watch?v=689DPvt4dnI,32:20,2158,0,,2024/09/25
ワンダーランドと羊の歌,ハチ,https://www.youtube.com/watch?v=689DPvt4dnI,54:00,3522,0,,2024/09/25
アスノヨゾラ哨戒班,Orangestar,https://www.youtube.com/watch?v=689DPvt4dnI,1:03:35,3987,0,,2024/09/25
いけないボーダーライン,ワルキューレ,https://www.youtube.com/watch?v=689DPvt4dnI,1:17:06,4901,0,,2024/09/25
エイリアンエイリアン,ナユタン星人,https://www.youtube.com/watch?v=689DPvt4dnI,1:48:08,6667,0,,2024/09/25
ローリンガール,wowaka,https://www.youtube.com/watch?v=689DPvt4dnI,2:03:30,7598,0,,2024/09/25
初音ミクの消失,CosMo@暴走P,https://www.youtube.com/watch?v=689DPvt4dnI,2:18:57,8621,0,,2024/09/25
アディショナルメモリー,じん,https://www.youtube.com/watch?v=689DPvt4dnI,2:39:44,9820,0,,2024/09/25
きゅうくらりん,いよわ,https://www.youtube.com/watch?v=689DPvt4dnI,2:49:32,10385,0,,2024/09/25
ミルククラウン・オン・ソーネチカ,ユジー,https://www.youtube.com/watch?v=689DPvt4dnI,3:01:03,11076,0,,2024/09/25
ご教示ください？,もちうつね,https://www.youtube.com/watch?v=689DPvt4dnI,3:08:08,11430,0,,2024/09/25
アングレイデイズ,ツミキ,https://www.youtube.com/watch?v=689DPvt4dnI,3:33:00,12960,0,,2024/09/25
サリシノハラ,みきと,https://www.youtube.com/watch?v=689DPvt4dnI,3:37:10,13298,0,,2024/09/25
UNDEAD,YOASOBI,https://www.youtube.com/watch?v=qKv-9CPSbzU,20:03,1386,0,,2024/10/04
酔いどれ知らず,Kanaria,https://www.youtube.com/watch?v=qKv-9CPSbzU,27:59,1813,0,,2024/10/04
ルル,Ado,https://www.youtube.com/watch?v=qKv-9CPSbzU,42:08,2724,0,,2024/10/04
白金ディスコ,阿良々木月火,https://www.youtube.com/watch?v=qKv-9CPSbzU,1:41:25,6338,0,,2024/10/04
冒険でしょでしょ？,平野綾,https://www.youtube.com/watch?v=qKv-9CPSbzU,2:13:43,8277,0,,2024/10/04
アディショナルメモリー,じん,https://www.youtube.com/watch?v=qKv-9CPSbzU,2:21:38,8736,0,,2024/10/04
夜空ノムコウ,SMAP,https://www.youtube.com/watch?v=qKv-9CPSbzU,2:29:32,9226,0,,2024/10/04
くちづけDiamond,WEAVER,https://www.youtube.com/watch?v=qKv-9CPSbzU,3:08:08,11521,0,,2024/10/04
カサブタ,千綿ヒデノリ,https://www.youtube.com/watch?v=qKv-9CPSbzU,3:21:30,12283,0,,2024/10/04
サウンド,baker,https://www.youtube.com/watch?v=qKv-9CPSbzU,3:29:21,12749,0,,2024/10/04
Booo!,TOKOTOKO,https://www.youtube.com/watch?v=Fkg8rWYDl8k,29:42,1952,0,,2024/10/11
ストロボメモリー,内田真礼,https://www.youtube.com/watch?v=Fkg8rWYDl8k,35:12,2393,0,,2024/10/11
深海少女-deep sea girl-,ゆうゆ,https://www.youtube.com/watch?v=Fkg8rWYDl8k,48:15,3111,0,,2024/10/11
さよならアンドロメダ,渋谷凛、森久保乃々、大和亜季,https://www.youtube.com/watch?v=Fkg8rWYDl8k,1:00:32,4008,0,,2024/10/11
ガールズ・イン・ザ・フロンティア,渋谷凛、早坂美玲、木村夏樹、小日向美穂、塩見周子,https://www.youtube.com/watch?v=Fkg8rWYDl8k,1:16:59,4870,0,,2024/10/11
桜ノ雨,halyosy,https://www.youtube.com/watch?v=Fkg8rWYDl8k,1:23:51,5421,0,,2024/10/11
ラビットフォーゲッツ,KNOTS,https://www.youtube.com/watch?v=Fkg8rWYDl8k,1:37:06,6110,0,,2024/10/11
それがあなたの幸せとしても,Heavenz,https://www.youtube.com/watch?v=Fkg8rWYDl8k,2:04:13,7718,0,,2024/10/11
地球最後の告白を,kemu,https://www.youtube.com/watch?v=Fkg8rWYDl8k,2:12:36,8222,0,,2024/10/11
初めての恋が終わる時,supercell,https://www.youtube.com/watch?v=Fkg8rWYDl8k,2:25:15,9023,0,,2024/10/11
ダダダダ天使,ナナヲアカリ,https://www.youtube.com/watch?v=Fkg8rWYDl8k,3:03:18,11220,0,,2024/10/11
いーあるふぁんくらぶ,みきと,https://www.youtube.com/watch?v=Fkg8rWYDl8k,3:17:53,12105,0,,2024/10/11
crack,Keeno,https://www.youtube.com/watch?v=oXggB2cCdSY,14:10,1117,0,,2024/10/18
きっと青春が聞こえる,μ's,https://www.youtube.com/watch?v=oXggB2cCdSY,52:26,3388,0,,2024/10/18
Snow halation,μ’s,https://www.youtube.com/watch?v=oXggB2cCdSY,1:01:37,3947,0,,2024/10/18
夏に去りし君を想フ,baker,https://www.youtube.com/watch?v=oXggB2cCdSY,1:08:49,4292,0,,2024/10/18
quiet room,有機酸,https://www.youtube.com/watch?v=oXggB2cCdSY,1:16:11,4785,0,,2024/10/18
ニア,夏代孝明,https://www.youtube.com/watch?v=oXggB2cCdSY,1:24:51,5333,0,,2024/10/18
アカルイミライ,クワガタP,https://www.youtube.com/watch?v=oXggB2cCdSY,1:31:20,5735,0,,2024/10/18
星を編む,seiza,https://www.youtube.com/watch?v=oXggB2cCdSY,1:43:13,6422,0,,2024/10/18
ずうっといっしょ！,キタニタツヤ,https://www.youtube.com/watch?v=oXggB2cCdSY,1:49:52,6769,0,,2024/10/18
ド屑,なきそ,https://www.youtube.com/watch?v=oXggB2cCdSY,1:56:28,7104,0,,2024/10/18
孤独の宗教,syudou,https://www.youtube.com/watch?v=oXggB2cCdSY,2:03:18,7587,0,,2024/10/18
Dizzy Dizzy,蜂屋ななし,https://www.youtube.com/watch?v=oXggB2cCdSY,2:12:36,8164,0,,2024/10/18
ラビットホール,DECO*27,https://www.youtube.com/watch?v=oXggB2cCdSY,2:18:33,8471,0,,2024/10/18
UNDEAD,YOASOBI,https://www.youtube.com/watch?v=oXggB2cCdSY,2:23:23,8786,0,,2024/10/18
サイハテ,小林オニキス,https://www.youtube.com/watch?v=oXggB2cCdSY,2:31:16,9237,0,,2024/10/18
向日葵,Ado,https://www.youtube.com/watch?v=oXggB2cCdSY,2:38:56,9791,0,,2024/10/18
星が瞬くこんな夜に,supercell,https://www.youtube.com/watch?v=oXggB2cCdSY,2:45:51,10211,0,,2024/10/18
動く、動く,チト、 ユーリ、 久保ユリカ、 水瀬いのり,https://www.youtube.com/watch?v=oXggB2cCdSY,2:54:32,10562,0,,2024/10/18
Tulip,速水奏、塩見周子、城ヶ崎美嘉、宮本フレデリカ、一ノ瀬志希,https://www.youtube.com/watch?v=oXggB2cCdSY,3:03:04,11110,0,,2024/10/18
小さな手のひら,Lia,https://www.youtube.com/watch?v=oXggB2cCdSY,3:07:06,11504,0,,2024/10/18
僕たちが恋をする理由,坂本真綾,https://www.youtube.com/watch?v=oXggB2cCdSY,3:15:30,12062,0,,2024/10/18
彗星になれたなら,はるまきごはん,https://www.youtube.com/watch?v=3dbXBwd-M14,17:09,1258,0,,2024/10/25
Happy Halloween,Junky,https://www.youtube.com/watch?v=3dbXBwd-M14,24:41,1722,0,,2024/10/25
ゾンビ,DECO*27,https://www.youtube.com/watch?v=3dbXBwd-M14,38:22,2489,0,,2024/10/25
エンヴィーベイビー,Kanaria,https://www.youtube.com/watch?v=3dbXBwd-M14,54:29,3403,0,,2024/10/25
ジャンキーナイトタウンオーケストラ,すりぃ,https://www.youtube.com/watch?v=3dbXBwd-M14,1:02:04,3937,0,,2024/10/25
シニカルナイトプラン,Ayase,https://www.youtube.com/watch?v=3dbXBwd-M14,1:10:02,4402,0,,2024/10/25
好き！雪！本気マジック,Mitchie M,https://www.youtube.com/watch?v=3dbXBwd-M14,1:24:07,5244,0,,2024/10/25
帝国少女,R Sound Design,https://www.youtube.com/watch?v=3dbXBwd-M14,1:45:05,6558,0,,2024/10/25
回る空うさぎ,Orangestar,https://www.youtube.com/watch?v=3dbXBwd-M14,2:04:38,7649,0,,2024/10/25
なれのはて,梨本うい,https://www.youtube.com/watch?v=3dbXBwd-M14,2:16:01,8473,0,,2024/10/25
Happy Halloween,Junky,https://www.youtube.com/watch?v=f7X1bgY-cc0,26:47,1850,0,,2024/11/01
ヴァンパイア,DECO*27,https://www.youtube.com/watch?v=f7X1bgY-cc0,32:50,2147,0,,2024/11/01
ジェヘナ,wotaku,https://www.youtube.com/watch?v=f7X1bgY-cc0,47:47,3112,0,,2024/11/01
UNDEAD,YOASOBI,https://www.youtube.com/watch?v=f7X1bgY-cc0,54:59,3482,0,,2024/11/01
テレキャスタービーボーイ,すりぃ,https://www.youtube.com/watch?v=f7X1bgY-cc0,1:02:43,3925,0,,2024/11/01
異星にいこうね,いよわ,https://www.youtube.com/watch?v=f7X1bgY-cc0,1:09:31,4336,0,,2024/11/01
ボルテッカー,DECO*27,https://www.youtube.com/watch?v=f7X1bgY-cc0,1:28:20,5451,0,,2024/11/01
カノープス,ナユタン星人,https://www.youtube.com/watch?v=f7X1bgY-cc0,1:50:47,6819,0,,2024/11/01
ヴィーナスとジーザス,やくしまるえつこ,https://www.youtube.com/watch?v=f7X1bgY-cc0,2:07:40,7847,0,,2024/11/01
celluloid,baker,https://www.youtube.com/watch?v=f7X1bgY-cc0,2:13:48,8262,0,,2024/11/01
弱虫モンブラン,DECO*27,https://www.youtube.com/watch?v=jw8ByMTIn5I,28:13,1930,0,,2024/11/08
水死体にもどらないで,いよわ,https://www.youtube.com/watch?v=jw8ByMTIn5I,53:31,3436,0,,2024/11/08
FREELY TOMORROW,Mitchie M,https://www.youtube.com/watch?v=jw8ByMTIn5I,1:29:16,5594,0,,2024/11/08
徒花ネクロマンシー,フランシュシュ,https://www.youtube.com/watch?v=jw8ByMTIn5I,2:01:26,7528,0,,2024/11/08
トライアングラー,坂本真綾,https://www.youtube.com/watch?v=jw8ByMTIn5I,2:10:46,8120,0,,2024/11/08
星座になれたら,結束バンド,https://www.youtube.com/watch?v=jw8ByMTIn5I,2:27:56,9130,0,,2024/11/08
瑠璃色金魚と花菖蒲,白石紬,https://www.youtube.com/watch?v=jw8ByMTIn5I,2:34:57,9552,0,,2024/11/08
グリーンライツセレナーデ,Omoi,https://www.youtube.com/watch?v=jw8ByMTIn5I,2:43:47,10069,0,,2024/11/08
彗星になれたなら,はるまきごはん,https://www.youtube.com/watch?v=jw8ByMTIn5I,2:50:35,10463,0,,2024/11/08
アディショナルメモリー,じん,https://www.youtube.com/watch?v=mJ99F8CWsnA,33:04,2215,0,,2024/11/15
インビジブル,kemu,https://www.youtube.com/watch?v=mJ99F8CWsnA,1:19:36,4987,0,,2024/11/15
アイロニ,すこっぷ,https://www.youtube.com/watch?v=mJ99F8CWsnA,2:03:25,7652,0,,2024/11/15
crack,Keeno,https://www.youtube.com/watch?v=mJ99F8CWsnA,2:17:29,8514,0,,2024/11/15
ODDS&ENDS,ryo,https://www.youtube.com/watch?v=mJ99F8CWsnA,2:26:40,9130,0,,2024/11/15
ゾンビ,DECO*27,https://www.youtube.com/watch?v=mJ99F8CWsnA,2:50:59,10445,0,,2024/11/15
1000年生きてる,いよわ,https://www.youtube.com/watch?v=mJ99F8CWsnA,2:57:27,10835,0,,2024/11/15
君が君が,baker,https://www.youtube.com/watch?v=mJ99F8CWsnA,3:05:49,11377,0,,2024/11/15
忘れてやらない,結束バンド,https://www.youtube.com/watch?v=Oa28DosJI0c,48:56,3153,0,,2024/11/29
エメラルドシティ,TOKOTOKO,https://www.youtube.com/watch?v=Oa28DosJI0c,1:00:39,3887,0,,2024/11/29
テロル,Neru,https://www.youtube.com/watch?v=Oa28DosJI0c,1:24:25,5293,0,,2024/11/29
不可思議のカルテ,桜島麻衣 、 古賀朋絵 、 双葉理央 、 豊浜のどか 、 梓川かえで 、 牧之原翔子,https://www.youtube.com/watch?v=Oa28DosJI0c,1:45:31,6566,0,,2024/11/29
好き！雪！本気マジック,Mitchie M,https://www.youtube.com/watch?v=Oa28DosJI0c,1:55:40,7135,0,,2024/11/29
白い雪のプリンセスは,のぼる↑,https://www.youtube.com/watch?v=Oa28DosJI0c,2:18:51,8599,0,,2024/11/29
彗星になれたなら,はるまきごはん,https://www.youtube.com/watch?v=Oa28DosJI0c,2:55:51,10780,0,,2024/11/29
地球最後の告白を,kemu,https://www.youtube.com/watch?v=uCbbSNXYAFE,18:36,1380,0,,2024/12/06
ぽかぽかの星,はるまきごはん,https://www.youtube.com/watch?v=uCbbSNXYAFE,28:44,1967,0,,2024/12/06
四角い地球を丸くする,TOKOTOKO,https://www.youtube.com/watch?v=uCbbSNXYAFE,45:24,2935,0,,2024/12/06
夜もすがら君想ふ,TOKOTOKO,https://www.youtube.com/watch?v=uCbbSNXYAFE,1:05:27,4163,0,,2024/12/06
エメラルドシティ,TOKOTOKO,https://www.youtube.com/watch?v=uCbbSNXYAFE,1:41:57,6366,0,,2024/12/06
ハロ/ハワユ,ナノウ,https://www.youtube.com/watch?v=uCbbSNXYAFE,1:50:03,6881,0,,2024/12/06
砂の惑星,ハチ,https://www.youtube.com/watch?v=uCbbSNXYAFE,1:57:59,7316,0,,2024/12/06
からくりピエロ,40㍍P,https://www.youtube.com/watch?v=uCbbSNXYAFE,2:03:39,7675,0,,2024/12/06
星が瞬くこんな夜に,supercell,https://www.youtube.com/watch?v=uCbbSNXYAFE,2:11:03,8124,0,,2024/12/06
ごはんはおかず,桜高軽音部,https://www.youtube.com/watch?v=uCbbSNXYAFE,2:44:03,10032,0,,2024/12/06
初めての恋が終わる時,supercell,https://www.youtube.com/watch?v=l2ERVetXJ_w,8:32,823,0,,2024/12/13
好き！雪！本気マジック,Mitchie M,https://www.youtube.com/watch?v=l2ERVetXJ_w,26:22,1779,0,,2024/12/13
冬がくれた予感,BiBi,https://www.youtube.com/watch?v=l2ERVetXJ_w,33:31,2339,0,,2024/12/13
flos,R Sound Design,https://www.youtube.com/watch?v=l2ERVetXJ_w,44:26,2937,0,,2024/12/13
For フルーツバスケット,岡崎律子,https://www.youtube.com/watch?v=l2ERVetXJ_w,53:28,3459,0,,2024/12/13
白い雪のプリンセスは,のぼる↑,https://www.youtube.com/watch?v=l2ERVetXJ_w,1:00:53,3917,0,,2024/12/13
ぽかぽかの星,はるまきごはん,https://www.youtube.com/watch?v=l2ERVetXJ_w,1:09:10,4394,0,,2024/12/13
カノープス,ナユタン星人,https://www.youtube.com/watch?v=l2ERVetXJ_w,1:32:08,5699,0,,2024/12/13
メグメル,eufonius,https://www.youtube.com/watch?v=l2ERVetXJ_w,1:42:51,6453,0,,2024/12/13
神のまにまに,れるりり,https://www.youtube.com/watch?v=l2ERVetXJ_w,2:00:56,7508,0,,2024/12/13
四角い地球を丸くする,TOKOTOKO,https://www.youtube.com/watch?v=l2ERVetXJ_w,2:15:28,8338,0,,2024/12/13
水平線,back number,https://www.youtube.com/watch?v=l2ERVetXJ_w,2:24:42,8962,0,,2024/12/13
サンタクロースがやってくる,G.Autry/O.Haldeman作曲・横井弘訳詞,https://www.youtube.com/watch?v=l2ERVetXJ_w,2:45:49,10105,0,,2024/12/13
クリスマスソング,back number,https://www.youtube.com/watch?v=MuNobMdSO3Y,12:42,1097,0,,2024/12/21
四角い地球を丸くする,TOKOTOKO,https://www.youtube.com/watch?v=MuNobMdSO3Y,37:22,2453,0,,2024/12/21
好き！雪！本気マジック,Mitchie M,https://www.youtube.com/watch?v=MuNobMdSO3Y,44:30,2867,0,,2024/12/21
ブループラネット,DECO*27,https://www.youtube.com/watch?v=MuNobMdSO3Y,51:49,3315,0,,2024/12/21
sincerely,TRUE,https://www.youtube.com/watch?v=MuNobMdSO3Y,1:02:57,4048,0,,2024/12/21
曇天,私立恵比寿中学,https://www.youtube.com/watch?v=MuNobMdSO3Y,1:26:06,5375,0,,2024/12/21
きみも悪い人でよかった,ピノキオピー,https://www.youtube.com/watch?v=MuNobMdSO3Y,1:39:58,6383,0,,2024/12/21
ビバハピ,Mitchie M,https://www.youtube.com/watch?v=C3aKSr-Cm0g,11:26,895,0,,2024/12/27
STAR☆T☆RAIN,B小町,https://www.youtube.com/watch?v=C3aKSr-Cm0g,27:45,1894,0,,2024/12/27
君じゃなきゃダメみたい,オーイシマサヨシ,https://www.youtube.com/watch?v=C3aKSr-Cm0g,47:54,3103,0,,2024/12/27
Booo!,TOKOTOKO,https://www.youtube.com/watch?v=C3aKSr-Cm0g,59:26,3736,0,,2024/12/27
君が飛び降りるのなら,Omoi,https://www.youtube.com/watch?v=C3aKSr-Cm0g,1:15:32,4698,0,,2024/12/27
３９みゅーじっく！,みきとP,https://www.youtube.com/watch?v=C3aKSr-Cm0g,1:42:24,6403,0,,2024/12/27
そばかす,JUDY AND MARY,https://www.youtube.com/watch?v=C3aKSr-Cm0g,1:49:08,6797,0,,2024/12/27
シュガーソングとビターステップ,UNISON SQUARE GARDEN,https://www.youtube.com/watch?v=C3aKSr-Cm0g,1:58:42,7373,0,,2024/12/27
花ざかりWeekend✿,4Luxury,https://www.youtube.com/watch?v=C3aKSr-Cm0g,2:06:01,7809,0,,2024/12/27
透明人間,東京事変,https://www.youtube.com/watch?v=C3aKSr-Cm0g,2:17:29,8498,0,,2024/12/27
星座になれたら,結束バンド,https://www.youtube.com/watch?v=C3aKSr-Cm0g,2:38:15,9749,0,,2024/12/27
Snow halation,μ’s,https://www.youtube.com/watch?v=C3aKSr-Cm0g,2:53:41,10679,0,,2024/12/27
四角い地球を丸くする,TOKOTOKO,https://www.youtube.com/watch?v=QhN98bpcdTw,14:57,1109,0,,2025/01/10
好き！雪！本気マジック,Mitchie M,https://www.youtube.com/watch?v=QhN98bpcdTw,23:46,1624,0,,2025/01/10
ブループラネット,DECO*27,https://www.youtube.com/watch?v=QhN98bpcdTw,41:29,2696,0,,2025/01/10
フラジール,ぬゆり,https://www.youtube.com/watch?v=QhN98bpcdTw,1:03:06,4053,0,,2025/01/10
ビターチョコデコレーション,syudou,https://www.youtube.com/watch?v=QhN98bpcdTw,1:26:10,5366,0,,2025/01/10
神のまにまに,れるりり,https://www.youtube.com/watch?v=QhN98bpcdTw,1:45:00,6551,0,,2025/01/10
ロウワー,ぬゆり,https://www.youtube.com/watch?v=QhN98bpcdTw,1:56:42,7228,0,,2025/01/10
プラネテス,seiza,https://www.youtube.com/watch?v=QhN98bpcdTw,2:15:35,8288,0,,2025/01/10
